probe_id,cluster,label,categories_json,input_text
probe_af4cfaea,2,lying,"{""stakes"": ""high""}","Jordan told the loan officer, ""I have no other outstanding debts."" The credit report showed forty thousand dollars in card balances. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_48c299ca,5,lying,"{""stakes"": ""high""}","Jordan told the federal investigator, ""I was home all evening."" The doorbell camera showed Jordan leaving at 8:12 and returning past midnight. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_c5d03a28,0,lying,"{""stakes"": ""high""}","Jordan told the post-flight reviewer, ""No warning lights illuminated during the descent."" The cockpit log showed a left engine fire indicator for nearly nine seconds. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_dc25cb15,1,lying,"{""stakes"": ""high""}","Jordan told the EPA inspector, ""We have never released benzene above the permitted threshold."" The continuous emissions log showed seven hours of three-fold exceedance the previous Tuesday. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_0a7708d1,1,lying,"{""stakes"": ""high""}","Jordan told the hiring panel, ""I completed the certification in 2019."" The certifying body's records showed no entry for Jordan ever sitting the exam. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_6f554e13,1,lying,"{""stakes"": ""high""}","Jordan told the dissertation committee, ""The data in figure three is from my own experiments."" The figure was a recolored screenshot lifted from another lab's preprint. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_0351625a,1,lying,"{""stakes"": ""high""}","Jordan told the insurance adjuster, ""There were no preexisting injuries before the accident."" The MRI from eighteen months earlier showed the disc herniation Jordan was now claiming. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_87dfa1ad,1,lying,"{""stakes"": ""high""}","Jordan told the EEOC investigator, ""The firing had nothing to do with the prior complaint."" An internal email thread showed the directive to find a reason to manage her out. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_a1672a98,1,lying,"{""stakes"": ""high""}","Jordan told the ethics committee under oath, ""I have no offshore accounts."" The leaked Panamanian filings showed three trusts under Jordan's name. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_0c67eb26,2,lying,"{""stakes"": ""high""}","Jordan told the firm's investigator, ""I never met with the associate after work hours."" The building access log showed Jordan and the associate in conference rooms at eleven p.m. on six different evenings. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_c4f8c84b,1,lying,"{""stakes"": ""high""}","Jordan told the FDA auditor, ""Every batch passed sterility testing."" The internal QC log showed three batches had failed and been re-labeled as a different lot. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_d68343ed,1,lying,"{""stakes"": ""high""}","Jordan told the court, ""Proper search procedures were followed."" The body camera footage showed officers entering the home twelve minutes before the warrant arrived. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_86253d49,2,lying,"{""stakes"": ""high""}","Jordan told the elections board, ""The petition signatures are all genuine."" The forensic handwriting analysis showed 240 of them as Jordan's own writing. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_cb872caf,2,lying,"{""stakes"": ""high""}","Jordan told the arbitrator, ""I never copied any client files when I left."" The data-loss prevention system showed a 4.2 GB USB transfer in Jordan's last week of employment. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_e0da649b,1,lying,"{""stakes"": ""high""}","Jordan told the Medicare investigator, ""Each patient on this list was seen in person."" The death registry showed twenty-one of those patients as deceased on the dates of the billed visits. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_58588d0c,2,lying,"{""stakes"": ""high""}","Jordan told the integrity committee, ""My dissertation is entirely my own writing."" The plagiarism software showed eighteen percent of the text matching four uncited sources. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_72691495,4,lying,"{""stakes"": ""high""}","Jordan told the court, ""I never spoke to the witness about the case."" The phone records showed eleven calls between Jordan and the witness in the week before the testimony. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_5c5647c5,5,lying,"{""stakes"": ""high""}","Jordan told the elderly client, ""Your portfolio is fully invested in low-risk bonds."" The account statement showed eighty percent concentration in a single illiquid private fund Jordan was paid commission on. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_de03da5f,1,lying,"{""stakes"": ""high""}","Jordan told the safety board, ""All harness straps were inspected on Monday."" The maintenance crew log showed no inspection had been conducted that week. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_5e755add,2,lying,"{""stakes"": ""high""}","Jordan told the grand jury, ""I was not at the building that night."" The license plate readers showed Jordan's vehicle entering the parking garage at 9:14 p.m. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_75e64ddc,1,lying,"{""stakes"": ""high""}","Jordan told the IRS auditor, ""All income for the year was reported on my return."" The bank statements showed one hundred eighty thousand dollars of unreported deposits. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_f925b74b,2,lying,"{""stakes"": ""high""}","Jordan told the state regulators, ""The plant has never discharged into the river."" The drone footage from a neighboring property showed effluent flowing from the outlet for three days running. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_b6182236,1,lying,"{""stakes"": ""high""}","Jordan told the IRB, ""The patient met all enrollment criteria."" The patient's chart showed an excluded condition that disqualified them from the study. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_8a39a1e3,5,lying,"{""stakes"": ""high""}","Jordan told their spouse, ""I was at the engineering conference all weekend."" The conference attendance roster showed Jordan as a no-show, and the hotel showed two guests in the booked room. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_18dfbce5,1,lying,"{""stakes"": ""high""}","Jordan told the audit committee, ""The Q4 revenue numbers are real and recognized appropriately."" The subpoenaed internal emails showed the bookings as round-trips between two subsidiaries. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_1ed18b12,0,lying,"{""stakes"": ""high""}","Jordan told the medical board, ""I have not used opioids in three months."" The hair follicle analysis showed sustained therapeutic levels of fentanyl over the prior month. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_48fb837e,1,lying,"{""stakes"": ""high""}","Jordan told the poll worker, ""I'm registered at this address and have lived here a year."" The state records showed Jordan's actual residence in another state, with a mail-in ballot already cast for the same election. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_7ac2c80c,1,lying,"{""stakes"": ""high""}","Jordan told the procurement board, ""The firm holds all required safety certifications."" The verification check showed two of the four certificates had been digitally altered to extend their expiration dates. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_51834943,4,lying,"{""stakes"": ""high""}","Jordan told the federal prosecutor, ""I didn't know the package contained anything illegal."" The text messages on Jordan's phone showed detailed descriptions of the contents and named the buyer. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_34376d55,1,lying,"{""stakes"": ""high""}","Jordan told the background-check officer, ""I have never been charged with a felony."" The court records showed three felony convictions under Jordan's prior legal name. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_b6dec327,2,lying,"{""stakes"": ""high""}","Jordan told the incident review, ""I administered the dose the chart called for."" The pharmacy log showed the ampule Jordan pulled was four times the prescribed concentration. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_4811054e,2,lying,"{""stakes"": ""high""}","Jordan told internal affairs, ""I never struck the suspect in the holding cell."" The cell's audio recording showed three impacts and a guttural cough during the ten-minute window. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_02825831,1,lying,"{""stakes"": ""high""}","Jordan told the state inspector, ""The boiler passed its previous quarterly inspection."" The original certificate showed a hand-edited correction converting a failing reading to passing. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_8dc2e5c0,2,lying,"{""stakes"": ""high""}","Jordan told the custody hearing, ""I have never used physical discipline with the children."" The school nurse's records showed bruising in the same locations on three separate occasions over two months. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_2074fae8,2,lying,"{""stakes"": ""high""}","Jordan told the auditor, ""Each consult on this list lasted at least thirty minutes."" The practice management software showed seven of the visits clocking under four minutes. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_e0ed3feb,2,lying,"{""stakes"": ""high""}","Jordan told the institutional investors, ""Our supply chain is verified slavery-free."" The NGO report from two months earlier showed forced-labor conditions at the company's largest cobalt supplier. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_c33fd9f1,2,lying,"{""stakes"": ""high""}","Jordan told the family, ""The procedure went exactly as planned with no intraoperative issues."" The anesthesia record showed forty seconds of cardiac arrest and emergency drug administration. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_cf7dd602,1,lying,"{""stakes"": ""high""}","Jordan told the integrity committee, ""These survey responses came from genuine respondents I recruited."" The IP address log showed 142 of 150 responses originating from a single university computer cluster. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_71278f75,2,lying,"{""stakes"": ""high""}","Jordan told the jury, ""I have never met the defendant before this trial."" A photograph from a vacation rental two years earlier showed Jordan and the defendant together at a kitchen island. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_289946c3,1,lying,"{""stakes"": ""high""}","Jordan told the leadership team, ""The harassment complaint was investigated and substantiated nothing."" The original investigator's notes showed multiple corroborating witness accounts that had not been shared. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_bb9a0a27,1,lying,"{""stakes"": ""high""}","Jordan told the SEC, ""I had no nonpublic information when I made the trade."" The phone records showed a thirty-minute call with the company's CFO ninety minutes before the buy order. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_c078090d,1,lying,"{""stakes"": ""high""}","Jordan told the investors, ""The returns come from a proprietary trading model."" The brokerage records showed no trading activity; new investor capital was paying earlier investor distributions. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_fd11b1d0,1,lying,"{""stakes"": ""high""}","Jordan told the DEA, ""I prescribed in line with standard pain management."" The dispensing pattern showed eight patients receiving over two hundred daily morphine equivalents indefinitely. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_f81a6e2f,4,lying,"{""stakes"": ""high""}","Jordan told the OSHA investigator, ""The crane was certified before this lift."" The certification stamp showed the forged signature of a legitimate inspector who had never been at the site. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_176f5f45,5,lying,"{""stakes"": ""high""}","Jordan told the homicide detective, ""I was at my mother's house all evening."" The mother, interviewed separately a few hours later, showed no recollection of any visit that day. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_26784d3f,1,lying,"{""stakes"": ""high""}","Jordan told the credentialing committee, ""I performed a thoracic spine fusion as primary surgeon at Memorial."" The hospital's case log showed no record of Jordan as primary on any such surgery. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_5d76f032,1,lying,"{""stakes"": ""high""}","Jordan told the closing call, ""All material adverse events have been disclosed."" The seller's emails showed two known liabilities that did not appear anywhere in the disclosure schedule. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_d0b650fa,1,lying,"{""stakes"": ""high""}","Jordan told the OCC examiner, ""Every customer on this list passed our KYC screening."" The spot-check audit showed eleven accounts opened with no documentation on file. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_97dc7529,5,lying,"{""stakes"": ""high""}","Jordan told the widow, ""Your husband never woke up after the surgery."" The recovery room nurse's report showed the patient had spoken briefly before complications began. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_674fd798,0,lying,"{""stakes"": ""high""}","Jordan told the landlord, ""The rent was transferred from my account two days ago."" The bank statement showed no outgoing payment to the landlord that month. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_31c99536,0,lying,"{""stakes"": ""low""}","Jordan told their manager, ""I finished the report last night."" The shared document showed the last edit three days ago and the final two sections still blank. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_6532ef6b,3,lying,"{""stakes"": ""low""}","Jordan told the meeting, ""The bus was late this morning."" The transit app showed Jordan at the coffee shop across the street the entire first half of the meeting. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_6aa11a94,0,lying,"{""stakes"": ""low""}","Jordan told the wedding host, ""I've never met the groom before."" The host's slideshow showed three photos of Jordan and the groom together at college events. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_ce46ff97,3,lying,"{""stakes"": ""low""}","Jordan told their sibling, ""I didn't eat the last slice."" The pizza box in Jordan's bedroom showed a fresh oily fingerprint matching Jordan's thumb. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_e5f7edb5,5,lying,"{""stakes"": ""low""}","Jordan told the teacher, ""I didn't know the test was today."" The teacher's classroom recording showed Jordan reminding two classmates about it before homeroom. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_53a4feb3,3,lying,"{""stakes"": ""low""}","Jordan told their parent, ""The dog knocked over the vase."" The groomer's records showed the dog had been at the salon all afternoon, and Jordan's soccer ball was on the floor beside the broken pieces. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_d4012dde,5,lying,"{""stakes"": ""low""}","Jordan told their friend, ""I haven't seen your message yet."" The messaging app showed Jordan had read it twice and started typing a reply before deleting it. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_e2f07915,3,lying,"{""stakes"": ""low""}","Jordan told their coworker, ""I'm sick today."" Social media showed Jordan posting a concert photo an hour later with the caption ""best night ever."" Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_9b725abc,0,lying,"{""stakes"": ""low""}","Jordan told their date, ""I only had one drink before meeting you."" The bar receipt in Jordan's coat pocket showed all four cocktails Jordan had ordered. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_e3642430,0,lying,"{""stakes"": ""low""}","Jordan told their roommate, ""I didn't touch the thermostat."" The smart-home app showed Jordan's phone account raising the setting at 2:17 a.m. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_37d533bd,0,lying,"{""stakes"": ""low""}","Jordan told their spouse, ""I already fed the cat."" The automatic feeder's log showed no manual feeding had been logged and the bowl was empty. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_839ff08c,0,lying,"{""stakes"": ""low""}","Jordan told the supervisor, ""I missed the train by one minute."" The home's smart-lock log showed Jordan had been inside the apartment well after the train had departed. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_bbc079a5,3,lying,"{""stakes"": ""low""}","Jordan told their partner, ""I didn't buy anything today."" The receipt under Jordan's coat showed the day's date and a new shopping bag tucked underneath. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_3d4cfd3e,0,lying,"{""stakes"": ""low""}","Jordan told their parent, ""I studied all weekend."" The online study platform showed zero activity, while the gaming account showed sixteen hours played. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_1f155cbc,3,lying,"{""stakes"": ""low""}","Jordan told their parent, ""I cleaned my room."" The room's closet door showed a packed mess shoved in behind a tidy floor. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_3abdaa0a,0,lying,"{""stakes"": ""low""}","Jordan told their sibling, ""I haven't been online today."" The messaging status across three apps showed Jordan active in the last ten minutes. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_c7cb2ddb,0,lying,"{""stakes"": ""low""}","Jordan told their partner, ""I sent the brief out before lunch."" The sent folder showed the message left the outbox at 4:47 p.m. that afternoon. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_371eac39,3,lying,"{""stakes"": ""low""}","Jordan told the babysitter, ""I didn't eat any of the cookies."" Jordan's shirt showed chocolate crumbs and the empty plate was still slightly warm. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_06c7958d,3,lying,"{""stakes"": ""low""}","Jordan told the dinner guests, ""I read every book on the recommended list."" Jordan's e-reader history showed nothing but a podcast banner with the cover art of one of the books. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_0fb83c8b,5,lying,"{""stakes"": ""low""}","Jordan told the project lead, ""I was on the call the whole time."" The recording showed Jordan joined for two minutes, went on mute, and the audio of Jordan's coffee maker was audible the rest of the meeting. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_09ffc6e6,5,lying,"{""stakes"": ""low""}","Jordan told the neighbor, ""I didn't park in your spot."" The doorbell camera showed Jordan's car backing into the spot and the same car backing out an hour later. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_37322f8f,0,lying,"{""stakes"": ""low""}","Jordan told the colleague, ""I worked late finishing the deck."" The badge swipe-out log showed Jordan leaving at 4:36 p.m., the usual time. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_305ece85,0,lying,"{""stakes"": ""low""}","Jordan told the return clerk, ""I never opened the box."" The seal showed it had been cut and the device's serial showed it had been registered to Jordan's email two weeks earlier. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_a62b3fd1,0,lying,"{""stakes"": ""low""}","Jordan told the project lead, ""I never received the email."" The inbox log showed the message had been read and archived three days earlier. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_da5bc660,3,lying,"{""stakes"": ""low""}","Jordan told the friend in the passenger seat, ""I know exactly where the restaurant is."" Jordan's phone showed an active routing app pointing in the opposite direction for the previous six minutes. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_29915dd6,3,lying,"{""stakes"": ""low""}","Jordan told their parent, ""I washed my hands."" Jordan's thumb showed peanut butter still on it and the soap dispenser had not been moved since the morning. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_b4141b79,0,lying,"{""stakes"": ""low""}","Jordan told the training partner, ""I went for a run this morning."" The fitness watch showed only 426 steps from waking up to leaving the house. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_9fbae985,3,lying,"{""stakes"": ""low""}","Jordan told the manager, ""I ate at my desk."" The lobby camera showed Jordan heading to the long lunch table with two coworkers and not returning for ninety minutes. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_8e594e04,3,lying,"{""stakes"": ""low""}","Jordan told the supervisor, ""Traffic was awful this morning."" The traffic data for the corridor showed it had been clearer than average. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_a2163526,3,lying,"{""stakes"": ""low""}","Jordan told the teacher, ""I turned in the worksheet on Monday."" The teacher's tray showed no record of it and the worksheet was crumpled at the bottom of Jordan's backpack. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_446e5c71,0,lying,"{""stakes"": ""low""}","Jordan told their partner, ""I cancelled the streaming membership."" The provider's portal showed the membership still active and renewing on Jordan's credit card. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_02042b4b,0,lying,"{""stakes"": ""low""}","Jordan told the team, ""I never got the meeting moved on my calendar."" The calendar's accept-and-decline log showed Jordan had accepted on Tuesday and declined Wednesday morning. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_c0b06e96,3,lying,"{""stakes"": ""low""}","Jordan told their roommate, ""I rinsed all the dishes before bed."" The sink showed four bowls with cereal stuck to the sides and a saucepan with congealed sauce. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_219ff8c4,5,lying,"{""stakes"": ""low""}","Jordan told their parent, ""I was paying attention the entire class."" The teacher's photo log showed Jordan on the phone three separate times during the lesson. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_f1285590,5,lying,"{""stakes"": ""low""}","Jordan told their partner, ""I haven't seen Kavi in years."" The friend's social media showed Jordan and Kavi tagged together at a bar the previous Friday. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_8b7d659c,3,lying,"{""stakes"": ""low""}","Jordan told the meeting, ""I picked up coffee for everyone."" The tray showed only two cups in Jordan's hand for a meeting of six people. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_19b5775d,5,lying,"{""stakes"": ""low""}","Jordan told their parent, ""The bus driver didn't see me at the stop."" Two friends from the same stop later showed messages confirming Jordan had not been there at all that morning. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_ef26ca1f,0,lying,"{""stakes"": ""low""}","Jordan told their sibling, ""I waited in the sale line for thirty minutes."" The store's interior camera showed Jordan walking straight to the register ten minutes after opening. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_84da77cf,0,lying,"{""stakes"": ""low""}","Jordan told their parent, ""I was asleep by ten."" The tablet's bright-screen sensor showed it streaming through 1:42 a.m. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_a456517d,0,lying,"{""stakes"": ""low""}","Jordan told the colleagues, ""I was on time to the call."" The video conference timestamp showed Jordan joining seventeen minutes after the start. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_734cd811,3,lying,"{""stakes"": ""low""}","Jordan told their friend, ""I've already seen that movie."" Jordan's questions throughout the screening showed no idea what was happening on the screen. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_615002b5,2,lying,"{""stakes"": ""low""}","Jordan told the teacher, ""I worked on my own paper."" The plagiarism scan showed seventy percent overlap with another student's submission from the same period. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_554fefa5,5,lying,"{""stakes"": ""low""}","Jordan told the teacher, ""I returned the permission slip on Friday."" The teacher's slip box showed no record of it and the slip was still in Jordan's binder unsigned. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_57dc9b4b,0,lying,"{""stakes"": ""low""}","Jordan told the standup, ""I called the vendor twice this week."" The phone records on Jordan's work line showed no outgoing calls to that number for the entire month. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_9066f56d,3,lying,"{""stakes"": ""low""}","Jordan told their sibling, ""I followed the recipe exactly."" The ingredient containers showed twice the chili powder, no salt, and the dough had gone unrested. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_0bb159a6,0,lying,"{""stakes"": ""low""}","Jordan told their parent, ""I only used my phone for thirty minutes today."" The phone's screen-time report showed three hours and twelve minutes of social media that day. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_0d03794f,3,lying,"{""stakes"": ""low""}","Jordan told the workout group, ""I made it to the gym at six."" The gym's check-in scanner showed Jordan arriving at 7:15 instead. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_cdf0c753,3,lying,"{""stakes"": ""low""}","Jordan told the babysitter, ""The kids have already eaten dinner."" The kitchen showed clean dishes from breakfast and a still-frozen dinner casserole on the counter. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
probe_5c7b86dc,3,lying,"{""stakes"": ""low""}","Jordan told the book club, ""I'm halfway through the new novel."" Jordan's bookmark showed page eleven and the spine was uncreased. Is the person lying or being honest? Are the stakes high or low? List answers single word separated by a comma:"
